xiansuo_bianhao,chuangjian_riqi,gengxin_riqi,laiyuan_pingtai,laiyuan_xiangqing,laiyuan_lianjie,lianxiren_xingming,dianpu_mingcheng,zhuye_lianjie,dianpu_wangzhan,facebook_lianjie,instagram_lianjie,linkedin_lianjie,shopee_lianjie,mercado_livre_lianjie,whatsapp_yuanshi_haoma,whatsapp_qingxi_haoma,youxiang,chengshi,zhou,guojia,kehu_leixing,xiaoshou_pingtai,shibie_chanpin_leimu,tuijian_krog_leimu,kehu_jiazhi_xinhao,faxian_yuanyin,keneng_tongdian,krog_qieru_jiaodu,kehu_pingfen,kehu_dengji,lianxi_youxianji,whatsapp_shouci_huashu,d1_genjin_huashu,d3_genjin_huashu,d7_genjin_huashu,wa_me_yijian_lianjie,youjian_shouci_caogao,linkedin_jianlian_caogao,zhuangtai,xiayibu_dongzuo,xiaci_genjin_riqi,beizhu,fengxian_biaoji,chongfu_biaoji,shangci_lianxi_riqi,huifu_zhaiyao
KROG-20260612-0025,2026-06-12,2026-06-12,Instagram,Instagram #lojawhatsapp public post,https://www.instagram.com/p/DVZo6KYD8uH/,,Anjos & Anjos Multimarcas,https://www.instagram.com/p/DVZo6KYD8uH/,,,https://www.instagram.com/p/DVZo6KYD8uH/,,,,,,,,,Brasil,Instagram loja / moda masculina,Instagram; WhatsApp na bio; motoboy,moda masculina; camisetas; calcas; corta vento,bolsas femininas; bolsas; pantufas; cachecol; luvas; toucas; acessórios; moda feminina,"Produtos, envio por motoboy e chamada para WhatsApp na bio",Encontrado em conteudo publico do Instagram,Pode ampliar catalogo sem comprar lote grande,"Temos linhas como bolsas, pantufas e acessórios que combinam com loja feminina e podem ser testadas sem estoque próprio.",35,D,do_not_contact,"Olá, Anjos & Anjos Multimarcas, tudo bem? Vi a sua loja no Instagram e achei que poderia fazer sentido conversar.

Sou da KROG, fornecedor nacional com estoque em São Paulo. Trabalhamos com One Drop Shipping para lojistas que querem ampliar o catálogo sem comprar lote grande.

Hoje vocês vendem mais por Shopee, Mercado Livre, Instagram ou WhatsApp?","Oi, Anjos & Anjos Multimarcas, tudo bem? Só passando para confirmar se você conseguiu ver minha mensagem. Posso te enviar algumas categorias que combinam com sua loja?","Anjos & Anjos Multimarcas, temos várias linhas para lojistas online, como pantufas, bolsas, toalhas, infantil, utilidades, fitness e produtos para casa. Qual dessas combina melhor com sua loja hoje?","Tudo bem, Anjos & Anjos Multimarcas. Vou deixar meu contato por aqui. Se em algum momento você precisar de fornecedor nacional com estoque no Brasil e modelo One Drop Shipping, fico à disposição.",,,,rejeitado,Keep in CRM,,,,,,
KROG-20260612-0026,2026-06-12,2026-06-12,Instagram,Instagram #lojawhatsapp public post,https://www.instagram.com/p/DNB8P7-ynKK/,,Nipo Center Atacado,https://www.instagram.com/p/DNB8P7-ynKK/,,,https://www.instagram.com/p/DNB8P7-ynKK/,,,,(11) 99344-8089,5511993448089,,Sao Paulo,SP,Brasil,Suspeito fornecedor / atacado,Instagram; WhatsApp; atacado; site,brinquedo; atacado; shopee,catálogo amplo,"WhatsApp, site, envio Brasil e menciona Shopee, mas e somente atacado",Encontrado em conteudo publico do Instagram,Pode ampliar catalogo sem comprar lote grande,catálogo amplo com várias categorias para testar sem estoque,20,D,do_not_contact,"Olá, Nipo Center Atacado, tudo bem? Vi a sua loja no Instagram e achei que poderia fazer sentido conversar.

Sou da KROG, fornecedor nacional com estoque em São Paulo. Trabalhamos com One Drop Shipping para lojistas que querem ampliar o catálogo sem comprar lote grande.

Hoje vocês vendem mais por Shopee, Mercado Livre, Instagram ou WhatsApp?","Oi, Nipo Center Atacado, tudo bem? Só passando para confirmar se você conseguiu ver minha mensagem. Posso te enviar algumas categorias que combinam com sua loja?","Nipo Center Atacado, temos várias linhas para lojistas online, como pantufas, bolsas, toalhas, infantil, utilidades, fitness e produtos para casa. Qual dessas combina melhor com sua loja hoje?","Tudo bem, Nipo Center Atacado. Vou deixar meu contato por aqui. Se em algum momento você precisar de fornecedor nacional com estoque no Brasil e modelo One Drop Shipping, fico à disposição.",https://wa.me/5511993448089?text=Ol%C3%A1%2C%20Nipo%20Center%20Atacado%2C%20tudo%20bem%3F%20Vi%20a%20sua%20loja%20no%20Instagram%20e%20achei%20que%20poderia%20fazer%20sentido%20conversar.%0A%0ASou%20da%20KROG%2C%20fornecedor%20nacional%20com%20estoque%20em%20S%C3%A3o%20Paulo.%20Trabalhamos%20com%20One%20Drop%20Shipping%20para%20lojistas%20que%20querem%20ampliar%20o%20cat%C3%A1logo%20sem%20comprar%20lote%20grande.%0A%0AHoje%20voc%C3%AAs%20vendem%20mais%20por%20Shopee%2C%20Mercado%20Livre%2C%20Instagram%20ou%20WhatsApp%3F,,,rejeitado,Keep in CRM,,,suspeito fornecedor; somente atacado; nao priorizar contato,,,
KROG-20260612-0027,2026-06-12,2026-06-12,Instagram,Instagram #lojawhatsapp public post,https://www.instagram.com/p/DXkkvqzjh2o/,,Loja Fofo Brinquedos,https://www.instagram.com/p/DXkkvqzjh2o/,,,https://www.instagram.com/p/DXkkvqzjh2o/,,,,11 97823-1192,5511978231192,,Sao Paulo,SP,Brasil,Suspeito atacado/importador,Instagram; WhatsApp; loja fisica; atacado caixa fechada,brinquedo; atacado; importador,catálogo amplo,"WhatsApp, brinquedos e loja fisica, mas indica atacado caixa fechada/importador",Encontrado em conteudo publico do Instagram,Pode ampliar catalogo sem comprar lote grande,catálogo amplo com várias categorias para testar sem estoque,80,B,do_not_contact,"Olá, Loja Fofo Brinquedos, tudo bem? Vi a sua loja no Instagram e achei que poderia fazer sentido conversar.

Sou da KROG, fornecedor nacional com estoque em São Paulo. Trabalhamos com One Drop Shipping para lojistas que querem ampliar o catálogo sem comprar lote grande.

Hoje vocês vendem mais por Shopee, Mercado Livre, Instagram ou WhatsApp?","Oi, Loja Fofo Brinquedos, tudo bem? Só passando para confirmar se você conseguiu ver minha mensagem. Posso te enviar algumas categorias que combinam com sua loja?","Loja Fofo Brinquedos, temos várias linhas para lojistas online, como pantufas, bolsas, toalhas, infantil, utilidades, fitness e produtos para casa. Qual dessas combina melhor com sua loja hoje?","Tudo bem, Loja Fofo Brinquedos. Vou deixar meu contato por aqui. Se em algum momento você precisar de fornecedor nacional com estoque no Brasil e modelo One Drop Shipping, fico à disposição.",https://wa.me/5511978231192?text=Ol%C3%A1%2C%20Loja%20Fofo%20Brinquedos%2C%20tudo%20bem%3F%20Vi%20a%20sua%20loja%20no%20Instagram%20e%20achei%20que%20poderia%20fazer%20sentido%20conversar.%0A%0ASou%20da%20KROG%2C%20fornecedor%20nacional%20com%20estoque%20em%20S%C3%A3o%20Paulo.%20Trabalhamos%20com%20One%20Drop%20Shipping%20para%20lojistas%20que%20querem%20ampliar%20o%20cat%C3%A1logo%20sem%20comprar%20lote%20grande.%0A%0AHoje%20voc%C3%AAs%20vendem%20mais%20por%20Shopee%2C%20Mercado%20Livre%2C%20Instagram%20ou%20WhatsApp%3F,,,rejeitado,WhatsApp manual review,,,suspeito fornecedor; atacado caixa fechada; verificar antes de contactar,,,
KROG-20260612-0028,2026-06-12,2026-06-12,Instagram,Instagram profile public bio,https://www.instagram.com/bellasmakeupbsb/,,Bella's Makeup BSB,https://www.instagram.com/bellasmakeupbsb/,,,https://www.instagram.com/bellasmakeupbsb/,,,,,,,Ceilandia,DF,Brasil,Instagram loja / cosmeticos e perfumaria,Instagram; Linktree; loja fisica,maquiagem; cosmeticos; perfumaria; oculos; presentes,catálogo amplo,"Bio publica tem loja, endereco, alta atividade e Linktree; posts recentes com produtos e promocoes",Encontrado em conteudo publico do Instagram,Pode ampliar catalogo sem comprar lote grande,catálogo amplo com várias categorias para testar sem estoque,30,D,do_not_contact,"Olá, Bella's Makeup BSB, tudo bem? Vi a sua loja no Instagram e achei que poderia fazer sentido conversar.

Sou da KROG, fornecedor nacional com estoque em São Paulo. Trabalhamos com One Drop Shipping para lojistas que querem ampliar o catálogo sem comprar lote grande.

Hoje vocês vendem mais por Shopee, Mercado Livre, Instagram ou WhatsApp?","Oi, Bella's Makeup BSB, tudo bem? Só passando para confirmar se você conseguiu ver minha mensagem. Posso te enviar algumas categorias que combinam com sua loja?","Bella's Makeup BSB, temos várias linhas para lojistas online, como pantufas, bolsas, toalhas, infantil, utilidades, fitness e produtos para casa. Qual dessas combina melhor com sua loja hoje?","Tudo bem, Bella's Makeup BSB. Vou deixar meu contato por aqui. Se em algum momento você precisar de fornecedor nacional com estoque no Brasil e modelo One Drop Shipping, fico à disposição.",,,,rejeitado,Keep in CRM,,WhatsApp em Linktree; numero nao visivel,,,,
KROG-20260612-0029,2026-06-12,2026-06-12,Instagram,Instagram #lojaonline public post,https://www.instagram.com/explore/tags/lojaonline/,,Gabbarivieira Store,https://www.instagram.com/gabbarivieirastore/,,,https://www.instagram.com/gabbarivieirastore/,,,,,,,Porto Alegre,RS,Brasil,Instagram loja / e-commerce,Instagram; e-commerce; vendas Brasil,moda; loja online,bolsas femininas; bolsas; pantufas; cachecol; luvas; toucas; acessórios; moda feminina,Loja continua online e com foco total em e-commerce para o Brasil todo,Encontrado em conteudo publico do Instagram,Pode ampliar catalogo sem comprar lote grande,"Temos linhas como bolsas, pantufas e acessórios que combinam com loja feminina e podem ser testadas sem estoque próprio.",35,D,do_not_contact,"Olá, Gabbarivieira Store, tudo bem? Vi a sua loja no Instagram e achei que poderia fazer sentido conversar.

Sou da KROG, fornecedor nacional com estoque em São Paulo. Trabalhamos com One Drop Shipping para lojistas que querem ampliar o catálogo sem comprar lote grande.

Hoje vocês vendem mais por Shopee, Mercado Livre, Instagram ou WhatsApp?","Oi, Gabbarivieira Store, tudo bem? Só passando para confirmar se você conseguiu ver minha mensagem. Posso te enviar algumas categorias que combinam com sua loja?","Gabbarivieira Store, temos várias linhas para lojistas online, como pantufas, bolsas, toalhas, infantil, utilidades, fitness e produtos para casa. Qual dessas combina melhor com sua loja hoje?","Tudo bem, Gabbarivieira Store. Vou deixar meu contato por aqui. Se em algum momento você precisar de fornecedor nacional com estoque no Brasil e modelo One Drop Shipping, fico à disposição.",,,,rejeitado,Keep in CRM,,,,,,
KROG-20260612-0030,2026-06-12,2026-06-12,Instagram,Instagram #lojaonline public post,https://www.instagram.com/explore/tags/lojaonline/,,Universo Criativo,https://www.instagram.com/explore/tags/lojaonline/,,,https://www.instagram.com/explore/tags/lojaonline/,,,,,,,,,Brasil,Instagram loja / casa e presentes,Instagram; Direct,organizador; decoracao; presentes criativos; casa,utilidades; cozinha; luminárias; banho; toalhas; ferramentas; guarda-chuva; capa de chuva,"Produto fisico para casa, organizacao e presentes",Encontrado em conteudo publico do Instagram,Pode ampliar catalogo sem comprar lote grande,"Temos categorias para casa, utilidades e cozinha com estoque local e envio direto ao cliente.",55,C,later,"Olá, Universo Criativo, tudo bem? Vi a sua loja no Instagram e achei que poderia fazer sentido conversar.

Sou da KROG, fornecedor nacional com estoque em São Paulo. Trabalhamos com One Drop Shipping para lojistas que querem ampliar o catálogo sem comprar lote grande.

Hoje vocês vendem mais por Shopee, Mercado Livre, Instagram ou WhatsApp?","Oi, Universo Criativo, tudo bem? Só passando para confirmar se você conseguiu ver minha mensagem. Posso te enviar algumas categorias que combinam com sua loja?","Universo Criativo, temos várias linhas para lojistas online, como pantufas, bolsas, toalhas, infantil, utilidades, fitness e produtos para casa. Qual dessas combina melhor com sua loja hoje?","Tudo bem, Universo Criativo. Vou deixar meu contato por aqui. Se em algum momento você precisar de fornecedor nacional com estoque no Brasil e modelo One Drop Shipping, fico à disposição.",,,,qualificado,Keep in CRM,,,,,,
KROG-20260612-0031,2026-06-12,2026-06-12,Instagram,Instagram #lojadeutilidades public post,https://www.instagram.com/explore/tags/lojadeutilidades/,,Shop das Utilidades Manaus,https://www.instagram.com/explore/tags/lojadeutilidades/,,,https://www.instagram.com/explore/tags/lojadeutilidades/,,,,,,,Manaus,AM,Brasil,Instagram loja / utilidades e papelaria,Instagram; loja fisica,material escolar; papelaria; utilidades,utilidades; cozinha; luminárias; banho; toalhas; ferramentas; guarda-chuva; capa de chuva,Material escolar e loja de utilidades em Manaus,Encontrado em conteudo publico do Instagram,Pode ampliar catalogo sem comprar lote grande,"Temos categorias para casa, utilidades e cozinha com estoque local e envio direto ao cliente.",55,C,later,"Olá, Shop das Utilidades Manaus, tudo bem? Vi a sua loja no Instagram e achei que poderia fazer sentido conversar.

Sou da KROG, fornecedor nacional com estoque em São Paulo. Trabalhamos com One Drop Shipping para lojistas que querem ampliar o catálogo sem comprar lote grande.

Hoje vocês vendem mais por Shopee, Mercado Livre, Instagram ou WhatsApp?","Oi, Shop das Utilidades Manaus, tudo bem? Só passando para confirmar se você conseguiu ver minha mensagem. Posso te enviar algumas categorias que combinam com sua loja?","Shop das Utilidades Manaus, temos várias linhas para lojistas online, como pantufas, bolsas, toalhas, infantil, utilidades, fitness e produtos para casa. Qual dessas combina melhor com sua loja hoje?","Tudo bem, Shop das Utilidades Manaus. Vou deixar meu contato por aqui. Se em algum momento você precisar de fornecedor nacional com estoque no Brasil e modelo One Drop Shipping, fico à disposição.",,,,qualificado,Keep in CRM,,,,,,
KROG-20260612-0032,2026-06-12,2026-06-12,Instagram,Instagram #lojadeutilidades public post,https://www.instagram.com/explore/tags/lojadeutilidades/,,FGL Mania,https://www.instagram.com/explore/tags/lojadeutilidades/,,,https://www.instagram.com/explore/tags/lojadeutilidades/,,,,,,,Gravatai,RS,Brasil,Instagram loja / utilidades,Instagram; loja fisica,achadinhos; utilidades; variedades,utilidades; cozinha; luminárias; banho; toalhas; ferramentas; guarda-chuva; capa de chuva,"Loja de utilidades, achadinhos e ofertas",Encontrado em conteudo publico do Instagram,Pode ampliar catalogo sem comprar lote grande,"Temos categorias para casa, utilidades e cozinha com estoque local e envio direto ao cliente.",55,C,later,"Olá, FGL Mania, tudo bem? Vi a sua loja no Instagram e achei que poderia fazer sentido conversar.

Sou da KROG, fornecedor nacional com estoque em São Paulo. Trabalhamos com One Drop Shipping para lojistas que querem ampliar o catálogo sem comprar lote grande.

Hoje vocês vendem mais por Shopee, Mercado Livre, Instagram ou WhatsApp?","Oi, FGL Mania, tudo bem? Só passando para confirmar se você conseguiu ver minha mensagem. Posso te enviar algumas categorias que combinam com sua loja?","FGL Mania, temos várias linhas para lojistas online, como pantufas, bolsas, toalhas, infantil, utilidades, fitness e produtos para casa. Qual dessas combina melhor com sua loja hoje?","Tudo bem, FGL Mania. Vou deixar meu contato por aqui. Se em algum momento você precisar de fornecedor nacional com estoque no Brasil e modelo One Drop Shipping, fico à disposição.",,,,qualificado,Keep in CRM,,,,,,
KROG-20260612-0033,2026-06-12,2026-06-12,Instagram,Instagram #lojadeutilidades public post,https://www.instagram.com/explore/tags/lojadeutilidades/,,Tem Tudo Utilidades Meier,https://www.instagram.com/explore/tags/lojadeutilidades/,,,https://www.instagram.com/explore/tags/lojadeutilidades/,,,,,,,Rio de Janeiro,RJ,Brasil,Instagram loja / utilidades e casa,Instagram; loja fisica,utilidades; casa; variedades,utilidades; cozinha; luminárias; banho; toalhas; ferramentas; guarda-chuva; capa de chuva,"Loja de utilidades, promocoes e unidade do Meier",Encontrado em conteudo publico do Instagram,Pode ampliar catalogo sem comprar lote grande,"Temos categorias para casa, utilidades e cozinha com estoque local e envio direto ao cliente.",55,C,later,"Olá, Tem Tudo Utilidades Meier, tudo bem? Vi a sua loja no Instagram e achei que poderia fazer sentido conversar.

Sou da KROG, fornecedor nacional com estoque em São Paulo. Trabalhamos com One Drop Shipping para lojistas que querem ampliar o catálogo sem comprar lote grande.

Hoje vocês vendem mais por Shopee, Mercado Livre, Instagram ou WhatsApp?","Oi, Tem Tudo Utilidades Meier, tudo bem? Só passando para confirmar se você conseguiu ver minha mensagem. Posso te enviar algumas categorias que combinam com sua loja?","Tem Tudo Utilidades Meier, temos várias linhas para lojistas online, como pantufas, bolsas, toalhas, infantil, utilidades, fitness e produtos para casa. Qual dessas combina melhor com sua loja hoje?","Tudo bem, Tem Tudo Utilidades Meier. Vou deixar meu contato por aqui. Se em algum momento você precisar de fornecedor nacional com estoque no Brasil e modelo One Drop Shipping, fico à disposição.",,,,qualificado,Keep in CRM,,,,,,
KROG-20260612-0034,2026-06-12,2026-06-12,Instagram,Instagram #lojadeutilidades public post,https://www.instagram.com/explore/tags/lojadeutilidades/,,Atacadao JR Utilidades e Eletronicos,https://www.instagram.com/explore/tags/lojadeutilidades/,,,https://www.instagram.com/explore/tags/lojadeutilidades/,,,,,,,,,Brasil,Instagram loja / utilidades e eletronicos,Instagram; loja fisica,utilidades; eletronicos; casa; acessorios,bolsas femininas; bolsas; pantufas; cachecol; luvas; toucas; acessórios; moda feminina,"Utilidades para casa, eletronicos, acessorios e novidades",Encontrado em conteudo publico do Instagram,Pode ampliar catalogo sem comprar lote grande,"Temos linhas como bolsas, pantufas e acessórios que combinam com loja feminina e podem ser testadas sem estoque próprio.",55,C,later,"Olá, Atacadao JR Utilidades e Eletronicos, tudo bem? Vi a sua loja no Instagram e achei que poderia fazer sentido conversar.

Sou da KROG, fornecedor nacional com estoque em São Paulo. Trabalhamos com One Drop Shipping para lojistas que querem ampliar o catálogo sem comprar lote grande.

Hoje vocês vendem mais por Shopee, Mercado Livre, Instagram ou WhatsApp?","Oi, Atacadao JR Utilidades e Eletronicos, tudo bem? Só passando para confirmar se você conseguiu ver minha mensagem. Posso te enviar algumas categorias que combinam com sua loja?","Atacadao JR Utilidades e Eletronicos, temos várias linhas para lojistas online, como pantufas, bolsas, toalhas, infantil, utilidades, fitness e produtos para casa. Qual dessas combina melhor com sua loja hoje?","Tudo bem, Atacadao JR Utilidades e Eletronicos. Vou deixar meu contato por aqui. Se em algum momento você precisar de fornecedor nacional com estoque no Brasil e modelo One Drop Shipping, fico à disposição.",,,,qualificado,Keep in CRM,,,verificar se vende varejo ou atacado,,,
KROG-20260612-0035,2026-06-12,2026-06-12,Instagram,Instagram #lojadeutilidades public post,https://www.instagram.com/explore/tags/lojadeutilidades/,,ASD Importados,https://www.instagram.com/explore/tags/lojadeutilidades/,,,https://www.instagram.com/explore/tags/lojadeutilidades/,,,,,,,,,Brasil,Instagram loja / utilidades multcategoria,Instagram; loja fisica,utilidades; lar; decoracao; infantil; artesanato; papelaria,acessórios para bebês; roupa infantil; toalha infantil; pantufa infantil; brinquedo; papelaria,"Utilidades para o lar, decoracao, infantil, artesanato e papelaria",Encontrado em conteudo publico do Instagram,Pode ampliar catalogo sem comprar lote grande,"Temos opções infantis e para bebês com estoque no Brasil, sem necessidade de comprar lote grande.",55,C,later,"Olá, ASD Importados, tudo bem? Vi a sua loja no Instagram e achei que poderia fazer sentido conversar.

Sou da KROG, fornecedor nacional com estoque em São Paulo. Trabalhamos com One Drop Shipping para lojistas que querem ampliar o catálogo sem comprar lote grande.

Hoje vocês vendem mais por Shopee, Mercado Livre, Instagram ou WhatsApp?","Oi, ASD Importados, tudo bem? Só passando para confirmar se você conseguiu ver minha mensagem. Posso te enviar algumas categorias que combinam com sua loja?","ASD Importados, temos várias linhas para lojistas online, como pantufas, bolsas, toalhas, infantil, utilidades, fitness e produtos para casa. Qual dessas combina melhor com sua loja hoje?","Tudo bem, ASD Importados. Vou deixar meu contato por aqui. Se em algum momento você precisar de fornecedor nacional com estoque no Brasil e modelo One Drop Shipping, fico à disposição.",,,,qualificado,Keep in CRM,,,,,,
KROG-20260612-0036,2026-06-12,2026-06-12,Instagram,Instagram #lojadeutilidades public post,https://www.instagram.com/explore/tags/lojadeutilidades/,,D Tudo Utilidades,https://www.instagram.com/explore/tags/lojadeutilidades/,,,https://www.instagram.com/explore/tags/lojadeutilidades/,,,,,,,Aracaju / Itabaiana / Nossa Senhora do Socorro,SE,Brasil,Instagram loja / utilidades,Instagram; lojas fisicas,utilidades; achadinhos; casa,utilidades; cozinha; luminárias; banho; toalhas; ferramentas; guarda-chuva; capa de chuva,Varias lojas e produtos de utilidades,Encontrado em conteudo publico do Instagram,Pode ampliar catalogo sem comprar lote grande,"Temos categorias para casa, utilidades e cozinha com estoque local e envio direto ao cliente.",55,C,later,"Olá, D Tudo Utilidades, tudo bem? Vi a sua loja no Instagram e achei que poderia fazer sentido conversar.

Sou da KROG, fornecedor nacional com estoque em São Paulo. Trabalhamos com One Drop Shipping para lojistas que querem ampliar o catálogo sem comprar lote grande.

Hoje vocês vendem mais por Shopee, Mercado Livre, Instagram ou WhatsApp?","Oi, D Tudo Utilidades, tudo bem? Só passando para confirmar se você conseguiu ver minha mensagem. Posso te enviar algumas categorias que combinam com sua loja?","D Tudo Utilidades, temos várias linhas para lojistas online, como pantufas, bolsas, toalhas, infantil, utilidades, fitness e produtos para casa. Qual dessas combina melhor com sua loja hoje?","Tudo bem, D Tudo Utilidades. Vou deixar meu contato por aqui. Se em algum momento você precisar de fornecedor nacional com estoque no Brasil e modelo One Drop Shipping, fico à disposição.",,,,qualificado,Keep in CRM,,,,,,
KROG-20260612-0037,2026-06-12,2026-06-12,Instagram,Instagram #lojadeutilidades public post,https://www.instagram.com/explore/tags/lojadeutilidades/,,Quero Quero Utilidades,https://www.instagram.com/queroquero.utilidades/,,,https://www.instagram.com/queroquero.utilidades/,,,,,,,Sao Paulo,SP,Brasil,Instagram loja / utilidades e presentes,Instagram; loja fisica,kit presente; papel presente; utilidades; presentes,utilidades; cozinha; luminárias; banho; toalhas; ferramentas; guarda-chuva; capa de chuva,"Loja de utilidades, kit de papel presente e loja fisica",Encontrado em conteudo publico do Instagram,Pode ampliar catalogo sem comprar lote grande,"Temos categorias para casa, utilidades e cozinha com estoque local e envio direto ao cliente.",55,C,later,"Olá, Quero Quero Utilidades, tudo bem? Vi a sua loja no Instagram e achei que poderia fazer sentido conversar.

Sou da KROG, fornecedor nacional com estoque em São Paulo. Trabalhamos com One Drop Shipping para lojistas que querem ampliar o catálogo sem comprar lote grande.

Hoje vocês vendem mais por Shopee, Mercado Livre, Instagram ou WhatsApp?","Oi, Quero Quero Utilidades, tudo bem? Só passando para confirmar se você conseguiu ver minha mensagem. Posso te enviar algumas categorias que combinam com sua loja?","Quero Quero Utilidades, temos várias linhas para lojistas online, como pantufas, bolsas, toalhas, infantil, utilidades, fitness e produtos para casa. Qual dessas combina melhor com sua loja hoje?","Tudo bem, Quero Quero Utilidades. Vou deixar meu contato por aqui. Se em algum momento você precisar de fornecedor nacional com estoque no Brasil e modelo One Drop Shipping, fico à disposição.",,,,qualificado,Keep in CRM,,,,,,
KROG-20260612-0038,2026-06-12,2026-06-12,Instagram,Instagram #lojadeutilidades public post,https://www.instagram.com/explore/tags/lojadeutilidades/,,Vanessa Presentes Curitiba,https://www.instagram.com/explore/tags/lojadeutilidades/,,,https://www.instagram.com/explore/tags/lojadeutilidades/,,,,,,,Curitiba,PR,Brasil,Instagram loja / presentes e utilidades,Instagram; loja fisica,presentes; utilidades; loja,utilidades; cozinha; luminárias; banho; toalhas; ferramentas; guarda-chuva; capa de chuva,Endereco e categoria loja de utilidades/presentes,Encontrado em conteudo publico do Instagram,Pode ampliar catalogo sem comprar lote grande,"Temos categorias para casa, utilidades e cozinha com estoque local e envio direto ao cliente.",55,C,later,"Olá, Vanessa Presentes Curitiba, tudo bem? Vi a sua loja no Instagram e achei que poderia fazer sentido conversar.

Sou da KROG, fornecedor nacional com estoque em São Paulo. Trabalhamos com One Drop Shipping para lojistas que querem ampliar o catálogo sem comprar lote grande.

Hoje vocês vendem mais por Shopee, Mercado Livre, Instagram ou WhatsApp?","Oi, Vanessa Presentes Curitiba, tudo bem? Só passando para confirmar se você conseguiu ver minha mensagem. Posso te enviar algumas categorias que combinam com sua loja?","Vanessa Presentes Curitiba, temos várias linhas para lojistas online, como pantufas, bolsas, toalhas, infantil, utilidades, fitness e produtos para casa. Qual dessas combina melhor com sua loja hoje?","Tudo bem, Vanessa Presentes Curitiba. Vou deixar meu contato por aqui. Se em algum momento você precisar de fornecedor nacional com estoque no Brasil e modelo One Drop Shipping, fico à disposição.",,,,qualificado,Keep in CRM,,,,,,
KROG-20260612-0039,2026-06-12,2026-06-12,Instagram,Instagram #chamanowhatsapp public post,https://www.instagram.com/explore/tags/chamanowhatsapp/,,Renove Planaltina GO,https://www.instagram.com/explore/tags/chamanowhatsapp/,,,https://www.instagram.com/explore/tags/chamanowhatsapp/,,,,,,,Planaltina,GO,Brasil,Instagram loja / cama banho e presentes,Instagram; WhatsApp na bio; loja fisica,roupao; banho; travesseiro; cama; presentes,utilidades; cozinha; luminárias; banho; toalhas; ferramentas; guarda-chuva; capa de chuva,Produtos de banho/cama e chamada para WhatsApp,Encontrado em conteudo publico do Instagram,Pode ampliar catalogo sem comprar lote grande,"Temos categorias para casa, utilidades e cozinha com estoque local e envio direto ao cliente.",55,C,later,"Olá, Renove Planaltina GO, tudo bem? Vi a sua loja no Instagram e achei que poderia fazer sentido conversar.

Sou da KROG, fornecedor nacional com estoque em São Paulo. Trabalhamos com One Drop Shipping para lojistas que querem ampliar o catálogo sem comprar lote grande.

Hoje vocês vendem mais por Shopee, Mercado Livre, Instagram ou WhatsApp?","Oi, Renove Planaltina GO, tudo bem? Só passando para confirmar se você conseguiu ver minha mensagem. Posso te enviar algumas categorias que combinam com sua loja?","Renove Planaltina GO, temos várias linhas para lojistas online, como pantufas, bolsas, toalhas, infantil, utilidades, fitness e produtos para casa. Qual dessas combina melhor com sua loja hoje?","Tudo bem, Renove Planaltina GO. Vou deixar meu contato por aqui. Se em algum momento você precisar de fornecedor nacional com estoque no Brasil e modelo One Drop Shipping, fico à disposição.",,,,qualificado,Keep in CRM,,"WhatsApp na bio, precisa rechecagem",,,,
KROG-20260612-0040,2026-06-12,2026-06-12,Instagram,Instagram #whatsappnabio public post,https://www.instagram.com/explore/tags/whatsappnabio/,,Portal Hikari,https://www.instagram.com/explore/tags/whatsappnabio/,,,https://www.instagram.com/explore/tags/whatsappnabio/,,,,,,,,,Brasil,Instagram loja / streetwear,Instagram; grupo WhatsApp na bio,streetwear; moda; anime; drop limitado,bolsas femininas; bolsas; pantufas; cachecol; luvas; toucas; acessórios; moda feminina,"Drop limitado, produto fisico e grupo WhatsApp na bio",Encontrado em conteudo publico do Instagram,Pode ampliar catalogo sem comprar lote grande,"Temos linhas como bolsas, pantufas e acessórios que combinam com loja feminina e podem ser testadas sem estoque próprio.",35,D,do_not_contact,"Olá, Portal Hikari, tudo bem? Vi a sua loja no Instagram e achei que poderia fazer sentido conversar.

Sou da KROG, fornecedor nacional com estoque em São Paulo. Trabalhamos com One Drop Shipping para lojistas que querem ampliar o catálogo sem comprar lote grande.

Hoje vocês vendem mais por Shopee, Mercado Livre, Instagram ou WhatsApp?","Oi, Portal Hikari, tudo bem? Só passando para confirmar se você conseguiu ver minha mensagem. Posso te enviar algumas categorias que combinam com sua loja?","Portal Hikari, temos várias linhas para lojistas online, como pantufas, bolsas, toalhas, infantil, utilidades, fitness e produtos para casa. Qual dessas combina melhor com sua loja hoje?","Tudo bem, Portal Hikari. Vou deixar meu contato por aqui. Se em algum momento você precisar de fornecedor nacional com estoque no Brasil e modelo One Drop Shipping, fico à disposição.",,,,rejeitado,Keep in CRM,,"WhatsApp na bio, precisa rechecagem",,,,
